category_link,subcategory_link,listing_title,listing_price,listing_vendor,listing_item,listing_link,subcategory_id,subcategory2_id,detail_name,detail_qty_sold,detail_price,pagination_link,category_id
Drugs & Chemicals,Benzos,250 Milligram Flubromazolam,"Buy price
USD 20.00
(0.0157 BTC)",chemistofresearch,"Views: 350 / Bids: Fixed price
Quantity left: Unlimited",250 Milligram Flubromazolam,Benzos,RC,250 Milligram Flubromazolam,"Sold by chemistofresearch -
2 sold since Aug 10, 2016ë_ë_Vendor Level 1ë_Trust Level 3",Purchase price: USD 20.00,6,Drugs & Chemicals
Drugs & Chemicals,Benzos,"Ketamine HCL 50mg/ml, 10ml Injection","Buy price
USD 40.00
(0.0314 BTC)",omegachemist,"Views: 532 / Bids: Fixed price
Quantity left: Unlimited","Ketamine HCL 50mg/ml, 10ml Injection",Benzos,RC,"Ketamine HCL 50mg/ml, 10ml Injection","Sold by omegachemist -
3 sold since Aug 11, 2016ë_ë_Vendor Level 1ë_Trust Level 4",Purchase price: USD 40.00,5,Drugs & Chemicals
Drugs & Chemicals,Benzos,25g Flubromazepam - High Quality,"Buy price
USD 397.00
(0.3117 BTC)",BenzoChems,"Views: 215 / Bids: Fixed price
Quantity left: Unlimited",25g Flubromazepam - High Quality,Benzos,RC,25g Flubromazepam - High Quality,"Sold by BenzoChems -
0 sold since Oct 13, 2016ë_ë_Vendor Level 8ë_Trust Level 6",Purchase price: USD 397.00,10,Drugs & Chemicals
Drugs & Chemicals,Benzos,"Etizolam 100x 1,2mg blotters, Free  Shipping.  Almost free sample benzo","Buy price
USD 33.00
(0.0259 BTC)",PsiloManufacture,"Views: 114 / Bids: Fixed price
Quantity left: Unlimited","Etizolam 100x 1,2mg blotters, Free  Shipping.  Almost free sample benzo",Benzos,RC,"Etizolam 100x 1,2mg blotters, Free  Shipping.  Alm...","Sold by PsiloManufacture -
3 sold since Apr 1, 2017ë_ë_Vendor Level 5ë_Trust Level 6",Purchase price: USD 33.00,5,Drugs & Chemicals
Drugs & Chemicals,Benzos,500g DXE(deschloro-N-ethyl-Ketamine (hydrochloride),"Buy price
USD 4,169.71
(3.2736 BTC)",spainchem,"Views: 369 / Bids: Fixed price
Quantity left: Unlimited",500g DXE(deschloro-N-ethyl-Ketamine (hydrochloride),Benzos,RC,500g DXE(deschloro-N-ethyl-Ketamine (hydrochloride...,"Sold by spainchem -
0 sold since May 7, 2016ë_ë_Vendor Level 2ë_Trust Level 6","Purchase price: USD 4,169.71",,Drugs & Chemicals
Drugs & Chemicals,Benzos,Adinazolam,"Buy price
USD 49.00
(0.0385 BTC)",rgn,"Views: 304 / Bids: Fixed price
Quantity left: Unlimited",Adinazolam,Benzos,RC,Adinazolam,"Sold by rgn -
0 sold since Oct 24, 2016ë_ë_Vendor Level 7ë_Trust Level 6",Purchase price: USD 49.00,9,Drugs & Chemicals
Drugs & Chemicals,Benzos,"4-MPD 4-MEAP   _É€_É€_É€ shipping form EU _É€_É€_É€ 0,5 kg","Buy price
USD 1,192.00
(0.9358 BTC)",POL,"Views: 432 / Bids: Fixed price
Quantity left: Unlimited","4-MPD 4-MEAP   _É€_É€_É€ shipping form EU _É€_É€_É€ 0,5 kg",Benzos,RC,"4-MPD 4-MEAP   _É€_É€_É€ shipping form EU _É€_É€_É€ 0,5 kg","Sold by POL -
0 sold since Jul 23, 2016ë_ë_Vendor Level 5ë_Trust Level 6","Purchase price: USD 1,192.00",9,Drugs & Chemicals
Drugs & Chemicals,Benzos,ESCROW! 50g Etizolam (Legal Xanax) - PHARMA Quality !,"Buy price
USD 550.00
(0.4318 BTC)",duitslord,"Views: 32 / Bids: Fixed price
Quantity left: Unlimited",ESCROW! 50g Etizolam (Legal Xanax) - PHARMA Quality !,Benzos,RC,ESCROW! 50g Etizolam (Legal Xanax) - PHARMA Qualit...,"Sold by duitslord -
0 sold since Mar 29, 2017ë_ë_Vendor Level 1ë_Trust Level 3",Purchase price: USD 550.00,11,Drugs & Chemicals
Drugs & Chemicals,Benzos,ETIZOLAM  - (100 GRAMS) - [FREE SHIPPING WORLDWIDE],"Buy price
USD 5,400.00
(4.2396 BTC)",MicroDroper,"Views: 63 / Bids: Fixed price
Quantity left: Unlimited",ETIZOLAM  - (100 GRAMS) - [FREE SHIPPING WORLDWIDE],Benzos,RC,ETIZOLAM  - (100 GRAMS) - [FREE SHIPPING WORLDWIDE...,"Sold by MicroDroper -
0 sold since Mar 19, 2017ë_ë_Vendor Level 2ë_Trust Level 6","Purchase price: USD 5,400.00",10,Drugs & Chemicals
Drugs & Chemicals,Benzos,1g Etizolam (Legal Xanax) - High Quality,"Buy price
USD 47.00
(0.0370 BTC)",BenzoChems,null,1g Etizolam (Legal Xanax) - High Quality,Benzos,RC,1g Etizolam (Legal Xanax) - High Quality,"Sold by BenzoChems -
29 sold since Apr 23, 2016ë_ë_Vendor Level 8ë_Trust Level 6",Purchase price: USD 47.00,2,Drugs & Chemicals
Drugs & Chemicals,Benzos,1gr. Diclazepam (analog of Diazepam),"Buy price
USD 120.00
(0.0942 BTC)",chemplus,"Views: 308 / Bids: Fixed price
Quantity left: Unlimited",1gr. Diclazepam (analog of Diazepam),Benzos,RC,1gr. Diclazepam (analog of Diazepam),"Sold by chemplus -
0 sold since Feb 23, 2016ë_ë_Vendor Level 1ë_Trust Level 4",Purchase price: USD 120.00,,Drugs & Chemicals
Drugs & Chemicals,Benzos,Clonazolam 250 mg,"Buy price
USD 49.00
(0.0385 BTC)",rgn,"Views: 577 / Bids: Fixed price
Quantity left: Unlimited",Clonazolam 250 mg,Benzos,RC,Clonazolam 250 mg,"Sold by rgn -
5 sold since Oct 24, 2016ë_ë_Vendor Level 7ë_Trust Level 6",Purchase price: USD 49.00,4,Drugs & Chemicals
Drugs & Chemicals,Benzos,1000x  4mg white G3722 Xanax bars,"Buy price
USD 999.99
(0.7851 BTC)",WilliamAnsom8,"Views: 8 / Bids: Fixed price
Quantity left: Unlimited",1000x  4mg white G3722 Xanax bars,Benzos,RC,1000x  4mg white G3722 Xanax bars,"Sold by WilliamAnsom8 -
0 sold since Apr 24, 2017ë_ë_Vendor Level 1ë_Trust Level 4",Purchase price: USD 999.99,8,Drugs & Chemicals
Drugs & Chemicals,Benzos,ETIZOLAM  - (10 GRAMS) - [FREE SHIPPING WORLDWIDE],"Buy price
USD 830.00
(0.6516 BTC)",MicroDroper,"Views: 66 / Bids: Fixed price
Quantity left: Unlimited",ETIZOLAM  - (10 GRAMS) - [FREE SHIPPING WORLDWIDE],Benzos,RC,ETIZOLAM  - (10 GRAMS) - [FREE SHIPPING WORLDWIDE],"Sold by MicroDroper -
0 sold since Mar 19, 2017ë_ë_Vendor Level 2ë_Trust Level 6",Purchase price: USD 830.00,9,Drugs & Chemicals
Drugs & Chemicals,Benzos,50 gram ethcatinone,"Buy price
USD 396.42
(0.3112 BTC)",rgn,"Views: 304 / Bids: Fixed price
Quantity left: Unlimited",50 gram ethcatinone,Benzos,RC,50 gram ethcatinone,"Sold by rgn -
0 sold since Aug 25, 2016ë_ë_Vendor Level 7ë_Trust Level 6",Purchase price: USD 396.42,9,Drugs & Chemicals
Drugs & Chemicals,Benzos,10 Geltabs Etizolam 1mg,"Buy price
USD 15.00
(0.0118 BTC)",Fapppylicious,null,10 Geltabs Etizolam 1mg,Benzos,RC,10 Geltabs Etizolam 1mg,"Sold by Fapppylicious -
1 sold since Dec 9, 2016ë_ë_Vendor Level 6ë_Trust Level 6",Purchase price: USD 15.00,8,Drugs & Chemicals
Drugs & Chemicals,Benzos,100 Milligram Flubromazolam,"Buy price
USD 10.00
(0.0079 BTC)",chemistofresearch,"Views: 580 / Bids: Fixed price
Quantity left: Unlimited",100 Milligram Flubromazolam,Benzos,RC,100 Milligram Flubromazolam,"Sold by chemistofresearch -
6 sold since Aug 10, 2016ë_ë_Vendor Level 1ë_Trust Level 3",Purchase price: USD 10.00,3,Drugs & Chemicals
Drugs & Chemicals,Benzos,3C-E 500mg,"Buy price
USD 52.56
(0.0413 BTC)",rgn,"Views: 197 / Bids: Fixed price
Quantity left: Unlimited",3C-E 500mg,Benzos,RC,3C-E 500mg,"Sold by rgn -
0 sold since Dec 16, 2016ë_ë_Vendor Level 7ë_Trust Level 6",Purchase price: USD 52.56,9,Drugs & Chemicals
Drugs & Chemicals,Benzos,50x Flubromazolam Blotter 500mcg,"Buy price
USD 65.00
(0.0511 BTC)",Fappylicious,null,50x Flubromazolam Blotter 500mcg,Benzos,RC,50x Flubromazolam Blotter 500mcg,"Sold by Fappylicious -
3 sold since Nov 15, 2015ë_ë_Vendor Level 2ë_Trust Level 4",Purchase price: USD 65.00,5,Drugs & Chemicals
Drugs & Chemicals,Benzos,30g FUF private listing,"Buy price
USD 494.97
(0.3886 BTC)",montfort,"Views: 318 / Bids: Fixed price
Quantity left: Unlimited",30g FUF private listing,Benzos,RC,30g FUF private listing,"Sold by montfort -
0 sold since May 6, 2016ë_ë_Vendor Level 6ë_Trust Level 7",Purchase price: USD 494.97,12,Drugs & Chemicals
Drugs & Chemicals,Benzos,20gr. Diclazepam (analog of Diazepam),"Buy price
USD 700.00
(0.5496 BTC)",chemplus,"Views: 295 / Bids: Fixed price
Quantity left: Unlimited",20gr. Diclazepam (analog of Diazepam),Benzos,RC,20gr. Diclazepam (analog of Diazepam),"Sold by chemplus -
0 sold since Feb 23, 2016ë_ë_Vendor Level 1ë_Trust Level 4",Purchase price: USD 700.00,12,Drugs & Chemicals
Drugs & Chemicals,Benzos,100 Geltabs Etizolam 1mg,"Buy price
USD 80.00
(0.0629 BTC)",Fapppylicious,"Views: 201 / Bids: Fixed price
Quantity left: 6",100 Geltabs Etizolam 1mg,Benzos,RC,100 Geltabs Etizolam 1mg,"Sold by Fapppylicious -
9 sold since Dec 9, 2016ë_ë_Vendor Level 6ë_Trust Level 6",Purchase price: USD 80.00,3,Drugs & Chemicals
Drugs & Chemicals,Benzos,250 Milligram Flubromazepam,"Buy price
USD 20.00
(0.0157 BTC)",chemistofresearch,"Views: 315 / Bids: Fixed price
Quantity left: Unlimited",250 Milligram Flubromazepam,Benzos,RC,250 Milligram Flubromazepam,"Sold by chemistofresearch -
4 sold since Aug 10, 2016ë_ë_Vendor Level 1ë_Trust Level 3",Purchase price: USD 20.00,4,Drugs & Chemicals
Drugs & Chemicals,Benzos,50gram 3-FPM Crystal  HCl-EU Ship,"Buy price
USD 691.49
(0.5429 BTC)",Citra2016,"Views: 224 / Bids: Fixed price
Quantity left: Unlimited",50gram 3-FPM Crystal  HCl-EU Ship,Benzos,RC,50gram 3-FPM Crystal  HCl-EU Ship,"Sold by Citra2016 -
0 sold since Nov 23, 2016ë_ë_Vendor Level 4ë_Trust Level 4",Purchase price: USD 691.49,9,Drugs & Chemicals
Drugs & Chemicals,Benzos,1g Diclazepam - High Quality,"Buy price
USD 47.00
(0.0370 BTC)",BenzoChems,"Views: 294 / Bids: Fixed price
Quantity left: Unlimited",1g Diclazepam - High Quality,Benzos,RC,1g Diclazepam - High Quality,"Sold by BenzoChems -
1 sold since Oct 13, 2016ë_ë_Vendor Level 8ë_Trust Level 6",Purchase price: USD 47.00,7,Drugs & Chemicals
Drugs & Chemicals,Benzos,Etizolam 100mg Free Shipping. Benzo powder 100mg,"Buy price
USD 31.00
(0.0244 BTC)",PsiloManufacture,"Views: 52 / Bids: Fixed price
Quantity left: Unlimited",Etizolam 100mg Free Shipping. Benzo powder 100mg,Benzos,RC,Etizolam 100mg Free Shipping. Benzo powder 100mg,"Sold by PsiloManufacture -
2 sold since Apr 2, 2017ë_ë_Vendor Level 5ë_Trust Level 6",Purchase price: USD 31.00,6,Drugs & Chemicals
Drugs & Chemicals,Benzos,100mg Etizolam Free Shipping. Benzo powder 100mg,"Buy price
USD 31.00
(0.0243 BTC)",PsiloManufacture,"Views: 34 / Bids: Fixed price
Quantity left: Unlimited",100mg Etizolam Free Shipping. Benzo powder 100mg,Benzos,RC,100mg Etizolam Free Shipping. Benzo powder 100mg,"Sold by PsiloManufacture -
0 sold since Apr 2, 2017ë_ë_Vendor Level 5ë_Trust Level 6",Purchase price: USD 31.00,12,Drugs & Chemicals
Drugs & Chemicals,Benzos,25g Etizolam (Legal Xanax) - High Quality,"Buy price
USD 497.00
(0.3907 BTC)",BenzoChems,"Views: 325 / Bids: Fixed price
Quantity left: Unlimited",25g Etizolam (Legal Xanax) - High Quality,Benzos,RC,25g Etizolam (Legal Xanax) - High Quality,"Sold by BenzoChems -
3 sold since Oct 13, 2016ë_ë_Vendor Level 8ë_Trust Level 6",Purchase price: USD 497.00,5,Drugs & Chemicals
Drugs & Chemicals,Benzos,3-FPM HCI 5 gram,"Buy price
USD 81.37
(0.0640 BTC)",rgn,"Views: 644 / Bids: Fixed price
Quantity left: Unlimited",3-FPM HCI 5 gram,Benzos,RC,3-FPM HCI 5 gram,"Sold by rgn -
5 sold since May 28, 2016ë_ë_Vendor Level 7ë_Trust Level 6",Purchase price: USD 81.37,4,Drugs & Chemicals
Drugs & Chemicals,Benzos,"50g Etizolam powder, 99%","Buy price
USD 870.00
(0.6830 BTC)",ticfent,"Views: 396 / Bids: Fixed price
Quantity left: Unlimited","50g Etizolam powder, 99%",Benzos,RC,"50g Etizolam powder, 99%","Sold by ticfent -
1 sold since Jul 13, 2016ë_ë_Vendor Level 1ë_Trust Level 6",Purchase price: USD 870.00,8,Drugs & Chemicals
Drugs & Chemicals,Benzos,1g ( gram ) Flubromazolam,"Buy price
USD 65.00
(0.0510 BTC)",chemistofresearch,"Views: 263 / Bids: Fixed price
Quantity left: Unlimited",1g ( gram ) Flubromazolam,Benzos,RC,1g ( gram ) Flubromazolam,"Sold by chemistofresearch -
0 sold since Aug 10, 2016ë_ë_Vendor Level 1ë_Trust Level 3",Purchase price: USD 65.00,11,Drugs & Chemicals
Drugs & Chemicals,Benzos,ESCROW! 15g Etizolam (Legal Xanax) - PHARMA Quality !,"Buy price
USD 220.00
(0.1727 BTC)",duitslord,"Views: 27 / Bids: Fixed price
Quantity left: Unlimited",ESCROW! 15g Etizolam (Legal Xanax) - PHARMA Quality !,Benzos,RC,ESCROW! 15g Etizolam (Legal Xanax) - PHARMA Qualit...,"Sold by duitslord -
0 sold since Mar 29, 2017ë_ë_Vendor Level 1ë_Trust Level 3",Purchase price: USD 220.00,11,Drugs & Chemicals
Drugs & Chemicals,Benzos,1kg DXE(deschloro-N-ethyl-Ketamine (hydrochloride),"Buy price
USD 7,996.70
(6.2782 BTC)",spainchem,"Views: 438 / Bids: Fixed price
Quantity left: Unlimited",1kg DXE(deschloro-N-ethyl-Ketamine (hydrochloride),Benzos,RC,1kg DXE(deschloro-N-ethyl-Ketamine (hydrochloride),"Sold by spainchem -
0 sold since May 7, 2016ë_ë_Vendor Level 2ë_Trust Level 6","Purchase price: USD 7,996.70",11,Drugs & Chemicals
Drugs & Chemicals,Benzos,1g Diclazepam - High Quality,"Buy price
USD 47.00
(0.0370 BTC)",BenzoChems,null,1g Diclazepam - High Quality,Benzos,RC,1g Diclazepam - High Quality,"Sold by BenzoChems -
10 sold since Apr 23, 2016ë_ë_Vendor Level 8ë_Trust Level 6",Purchase price: USD 47.00,3,Drugs & Chemicals
Drugs & Chemicals,Benzos,1 g Etizolam,"Buy price
USD 160.00
(0.1256 BTC)",ion8,null,1 g Etizolam,Benzos,RC,1 g Etizolam,"Sold by ion8 -
0 sold since Feb 27, 2017ë_ë_Vendor Level 4ë_Trust Level 6",Purchase price: USD 160.00,12,Drugs & Chemicals
Drugs & Chemicals,Benzos,"100g Etizolam powder, 99%","Buy price
USD 1,620.00
(1.2719 BTC)",ticfent,"Views: 348 / Bids: Fixed price
Quantity left: Unlimited","100g Etizolam powder, 99%",Benzos,RC,"100g Etizolam powder, 99%","Sold by ticfent -
0 sold since Jul 13, 2016ë_ë_Vendor Level 1ë_Trust Level 6","Purchase price: USD 1,620.00",12,Drugs & Chemicals
Drugs & Chemicals,Benzos,"200g 4-MPD/4-MethylPentedrone(Mephedrone analog) crystal, 100% Shipping Warranty, NO Signature required","Buy price
USD 350.00
(0.2752 BTC)",Anny2005,"Views: 371 / Bids: Fixed price
Quantity left: Unlimited","200g 4-MPD/4-MethylPentedrone(Mephedrone analog) crystal, 100% Shipping Warranty, NO Signature required",Benzos,RC,200g 4-MPD/4-MethylPentedrone(Mephedrone analog) c...,"Sold by Anny2005 -
2 sold since Jul 9, 2016ë_ë_Vendor Level 5ë_Trust Level 5",Purchase price: USD 350.00,6,Drugs & Chemicals
Drugs & Chemicals,Benzos,10G Flubromazolam,"Buy price
USD 500.00
(0.3926 BTC)",TheMailMan,"Views: 202 / Bids: Fixed price
Quantity left: Unlimited",10G Flubromazolam,Benzos,RC,10G Flubromazolam,"Sold by TheMailMan -
0 sold since Nov 26, 2016ë_ë_Vendor Level 8ë_Trust Level 7",Purchase price: USD 500.00,11,Drugs & Chemicals
Drugs & Chemicals,Benzos,ETIZOLAM  - (20 GRAMS) - [FREE SHIPPING WORLDWIDE],"Buy price
USD 1,499.00
(1.1769 BTC)",MicroDroper,"Views: 63 / Bids: Fixed price
Quantity left: Unlimited",ETIZOLAM  - (20 GRAMS) - [FREE SHIPPING WORLDWIDE],Benzos,RC,ETIZOLAM  - (20 GRAMS) - [FREE SHIPPING WORLDWIDE],"Sold by MicroDroper -
0 sold since Mar 19, 2017ë_ë_Vendor Level 2ë_Trust Level 6","Purchase price: USD 1,499.00",10,Drugs & Chemicals
Drugs & Chemicals,Benzos,1000g Thirtylone Crystal (High Purity),"Buy price
USD 2,999.97
(2.3586 BTC)",montfort,"Views: 818 / Bids: Fixed price
Quantity left: Unlimited",1000g Thirtylone Crystal (High Purity),Benzos,RC,1000g Thirtylone Crystal (High Purity),"Sold by montfort -
4 sold since Nov 15, 2015ë_ë_Vendor Level 6ë_Trust Level 7","Purchase price: USD 2,999.97",4,Drugs & Chemicals
Drugs & Chemicals,Benzos,$1.00 USD Buys One Lottery Ticket _Ñ_ You Could Win 1.63 BTC _Ñ_ Valid For Four Draws _Ñ_ Winning Numbers Drawn Every Friday _Ñ_ PLAY CASH PANDA**$$**What Are Your Lucky Numbers?,"Buy price
USD 1.00
(0.0008 BTC)",CashPanda,"Views: 89 / Bids: Fixed price
Quantity left: Unlimited",$1.00 USD Buys One Lottery Ticket _Ñ_ You Could Win 1.63 BTC _Ñ_ Valid For Four Draws _Ñ_ Winning Numbers Drawn Every Friday _Ñ_ PLAY CASH PANDA**$$**What Are Your Lucky Numbers?,Benzos,RC,$1.00 USD Buys One Lottery Ticket _Ñ_ You Could Win ...,"Sold by CashPanda -
1 sold since Mar 11, 2017ë_ë_Vendor Level 1ë_Trust Level 4",Purchase price: USD 1.00,7,Drugs & Chemicals
Drugs & Chemicals,Benzos,1g ( gram ) Flubromazepam,"Buy price
USD 65.00
(0.0510 BTC)",chemistofresearch,"Views: 276 / Bids: Fixed price
Quantity left: Unlimited",1g ( gram ) Flubromazepam,Benzos,RC,1g ( gram ) Flubromazepam,"Sold by chemistofresearch -
0 sold since Aug 10, 2016ë_ë_Vendor Level 1ë_Trust Level 3",Purchase price: USD 65.00,,Drugs & Chemicals
Drugs & Chemicals,Benzos,500g Thirtylone Crystal (High Purity),"Buy price
USD 1,799.97
(1.4132 BTC)",montfort,"Views: 716 / Bids: Fixed price
Quantity left: Unlimited",500g Thirtylone Crystal (High Purity),Benzos,RC,500g Thirtylone Crystal (High Purity),"Sold by montfort -
1 sold since Nov 15, 2015ë_ë_Vendor Level 6ë_Trust Level 7","Purchase price: USD 1,799.97",8,Drugs & Chemicals
Drugs & Chemicals,Benzos,99.6% PURE*PRE BAN* ETHYLONE CRYSTALS- ONE KILO (1000 GRAMS) (DOMESTIC SAMPLES AVAILABLE),"Buy price
USD 3,000.00
(2.3553 BTC)",kent-da-fent-man,"Views: 337 / Bids: Fixed price
Quantity left: Unlimited",99.6% PURE*PRE BAN* ETHYLONE CRYSTALS- ONE KILO (1000 GRAMS) (DOMESTIC SAMPLES AVAILABLE),Benzos,RC,99.6% PURE*PRE BAN* ETHYLONE CRYSTALS- ONE KILO (1...,"Sold by kent-da-fent-man -
0 sold since Jun 4, 2016ë_ë_Vendor Level 1ë_Trust Level 3","Purchase price: USD 3,000.00",12,Drugs & Chemicals
Drugs & Chemicals,Benzos,10gr. Diclazepam (analog of Diazepam),"Buy price
USD 520.00
(0.4083 BTC)",chemplus,"Views: 299 / Bids: Fixed price
Quantity left: Unlimited",10gr. Diclazepam (analog of Diazepam),Benzos,RC,10gr. Diclazepam (analog of Diazepam),"Sold by chemplus -
0 sold since Feb 23, 2016ë_ë_Vendor Level 1ë_Trust Level 4",Purchase price: USD 520.00,12,Drugs & Chemicals
Drugs & Chemicals,Benzos,50g Etizolam (Legal Xanax) - High Quality,"Buy price
USD 797.00
(0.6266 BTC)",BenzoChems,"Views: 309 / Bids: Fixed price
Quantity left: Unlimited",50g Etizolam (Legal Xanax) - High Quality,Benzos,RC,50g Etizolam (Legal Xanax) - High Quality,"Sold by BenzoChems -
5 sold since Oct 13, 2016ë_ë_Vendor Level 8ë_Trust Level 6",Purchase price: USD 797.00,4,Drugs & Chemicals
Drugs & Chemicals,Benzos,"500g 4-MPD/4-MethylPentedrone(Mephedrone analog) crystal, 100% Shipping Warranty, NO Signature required","Buy price
USD 750.00
(0.5897 BTC)",Anny2005,"Views: 518 / Bids: Fixed price
Quantity left: Unlimited","500g 4-MPD/4-MethylPentedrone(Mephedrone analog) crystal, 100% Shipping Warranty, NO Signature required",Benzos,RC,500g 4-MPD/4-MethylPentedrone(Mephedrone analog) c...,"Sold by Anny2005 -
3 sold since Jul 9, 2016ë_ë_Vendor Level 5ë_Trust Level 5",Purchase price: USD 750.00,5,Drugs & Chemicals
Drugs & Chemicals,Benzos,1000g Deschloroketamine DXE Crystal (MXE Replacement),"Buy price
USD 6,999.97
(5.4957 BTC)",montfort,"Views: 592 / Bids: Fixed price
Quantity left: Unlimited",1000g Deschloroketamine DXE Crystal (MXE Replacement),Benzos,RC,1000g Deschloroketamine DXE Crystal (MXE Replaceme...,"Sold by montfort -
0 sold since Nov 15, 2015ë_ë_Vendor Level 6ë_Trust Level 7","Purchase price: USD 6,999.97",,Drugs & Chemicals
Drugs & Chemicals,Benzos,5gr. Diclazepam (analog of Diazepam),"Buy price
USD 320.00
(0.2512 BTC)",chemplus,"Views: 341 / Bids: Fixed price
Quantity left: Unlimited",5gr. Diclazepam (analog of Diazepam),Benzos,RC,5gr. Diclazepam (analog of Diazepam),"Sold by chemplus -
0 sold since Feb 23, 2016ë_ë_Vendor Level 1ë_Trust Level 4",Purchase price: USD 320.00,9,Drugs & Chemicals
Drugs & Chemicals,Benzos,custom order blackfox,"Buy price
USD 1,253.21
(0.9839 BTC)",rgn,"Views: 96 / Bids: Fixed price
Quantity left: Unlimited",custom order blackfox,Benzos,RC,custom order blackfox,"Sold by rgn -
1 sold since Feb 11, 2017ë_ë_Vendor Level 7ë_Trust Level 6","Purchase price: USD 1,253.21",8,Drugs & Chemicals
Drugs & Chemicals,Benzos,250g Etizolam (Legal Xanax) - High Quality,"Buy price
USD 2,897.00
(2.2776 BTC)",BenzoChems,"Views: 265 / Bids: Fixed price
Quantity left: Unlimited",250g Etizolam (Legal Xanax) - High Quality,Benzos,RC,250g Etizolam (Legal Xanax) - High Quality,"Sold by BenzoChems -
2 sold since Oct 13, 2016ë_ë_Vendor Level 8ë_Trust Level 6","Purchase price: USD 2,897.00",6,Drugs & Chemicals
Drugs & Chemicals,Benzos,10g DXE(deschloro-N-ethyl-Ketamine (hydrochloride),"Buy price
USD 137.08
(0.1078 BTC)",spainchem,"Views: 869 / Bids: Fixed price
Quantity left: Unlimited",10g DXE(deschloro-N-ethyl-Ketamine (hydrochloride),Benzos,RC,10g DXE(deschloro-N-ethyl-Ketamine (hydrochloride),"Sold by spainchem -
5 sold since May 7, 2016ë_ë_Vendor Level 2ë_Trust Level 6",Purchase price: USD 137.08,4,Drugs & Chemicals
Drugs & Chemicals,Benzos,10g Thirtylone Crystal (High Purity),"Buy price
USD 69.97
(0.0550 BTC)",montfort,"Views: 1442 / Bids: Fixed price
Quantity left: Unlimited",10g Thirtylone Crystal (High Purity),Benzos,RC,10g Thirtylone Crystal (High Purity),"Sold by montfort -
9 sold since Nov 15, 2015ë_ë_Vendor Level 6ë_Trust Level 7",Purchase price: USD 69.97,3,Drugs & Chemicals
Drugs & Chemicals,Benzos,100g DXE(deschloro-N-ethyl-Ketamine (hydrochloride),"Buy price
USD 856.79
(0.6727 BTC)",spainchem,"Views: 375 / Bids: Fixed price
Quantity left: Unlimited",100g DXE(deschloro-N-ethyl-Ketamine (hydrochloride),Benzos,RC,100g DXE(deschloro-N-ethyl-Ketamine (hydrochloride...,"Sold by spainchem -
0 sold since May 7, 2016ë_ë_Vendor Level 2ë_Trust Level 6",Purchase price: USD 856.79,12,Drugs & Chemicals
Drugs & Chemicals,Benzos,100g U-47700 Powder (High Purity),"Buy price
USD 899.97
(0.7076 BTC)",montfort,"Views: 1447 / Bids: Fixed price
Quantity left: Unlimited",100g U-47700 Powder (High Purity),Benzos,RC,100g U-47700 Powder (High Purity),"Sold by montfort -
14 sold since Nov 15, 2015ë_ë_Vendor Level 6ë_Trust Level 7",Purchase price: USD 899.97,2,Drugs & Chemicals
Drugs & Chemicals,Benzos,500 mg Etizolam,"Buy price
USD 85.00
(0.0667 BTC)",ion8,"Views: 66 / Bids: Fixed price
Quantity left: Unlimited",500 mg Etizolam,Benzos,RC,500 mg Etizolam,"Sold by ion8 -
0 sold since Feb 27, 2017ë_ë_Vendor Level 4ë_Trust Level 6",Purchase price: USD 85.00,11,Drugs & Chemicals
Drugs & Chemicals,Benzos,25g DXE(deschloro-N-ethyl-Ketamine (hydrochloride),"Buy price
USD 308.44
(0.2422 BTC)",spainchem,"Views: 380 / Bids: Fixed price
Quantity left: Unlimited",25g DXE(deschloro-N-ethyl-Ketamine (hydrochloride),Benzos,RC,25g DXE(deschloro-N-ethyl-Ketamine (hydrochloride),"Sold by spainchem -
0 sold since May 7, 2016ë_ë_Vendor Level 2ë_Trust Level 6",Purchase price: USD 308.44,12,Drugs & Chemicals
Drugs & Chemicals,Benzos,Diclazepam 500g (100% SHIPPING WARRANTY),"Buy price
USD 3,499.00
(2.7509 BTC)",isteroids,"Views: 546 / Bids: Fixed price
Quantity left: Unlimited",Diclazepam 500g (100% SHIPPING WARRANTY),Benzos,RC,Diclazepam 500g (100% SHIPPING WARRANTY),"Sold by isteroids -
1 sold since Mar 14, 2016ë_ë_Vendor Level 7ë_Trust Level 6","Purchase price: USD 3,499.00",7,Drugs & Chemicals
Drugs & Chemicals,Benzos,50g Diclazepam - High Quality,"Buy price
USD 697.00
(0.5472 BTC)",BenzoChems,"Views: 221 / Bids: Fixed price
Quantity left: Unlimited",50g Diclazepam - High Quality,Benzos,RC,50g Diclazepam - High Quality,"Sold by BenzoChems -
0 sold since Oct 13, 2016ë_ë_Vendor Level 8ë_Trust Level 6",Purchase price: USD 697.00,10,Drugs & Chemicals
Drugs & Chemicals,Benzos,1 Gram - Etizolam - Free Priority Shipping USA,"Buy price
USD 45.00
(0.0354 BTC)",couponbuyer123,"Views: 606 / Bids: Fixed price
Quantity left: Unlimited",1 Gram - Etizolam - Free Priority Shipping USA,Benzos,RC,1 Gram - Etizolam - Free Priority Shipping USA,"Sold by couponbuyer123 -
27 sold since Feb 13, 2017ë_ë_Vendor Level 1ë_Trust Level 5",Purchase price: USD 45.00,2,Drugs & Chemicals
